planet_name,num_stars,controv_flag,orbital_period,planet_semi-major_axis,planet_radius,planet_mass,eccentricity,insolation_flux,equi_temp,spectral_type,stellar_temp,stellar_radius,stellar_mass,distance
CoRoT-20 b,1,0,9.24285,0.0901,9.416,1344.4209,0.575,,,,5880,1.02,1.14,844.061
CoRoT-20 c,1,0,1675,2.9,,5403.11,0.6,,,,,,1.14,844.061
CoRoT-21 b,1,0,2.72474,0.0417,14.572,718.2958,0,,,F8 IV,6200,1.95,1.29,
CoRoT-21 b,1,0,2.72474,0.0416,14.572,705.5826,0.39,,,,6200,1.95,1.29,
CoRoT-22 b,1,0,9.75598,0.092,4.88,12.2,0.077,,885,G3 V,5939,1.14,1.1,627.158
CoRoT-23 b,1,0,3.6313,0.04809,13.227,972.5598,,,1710,,5900,1.74,1.12,1060.97
CoRoT-23 b,1,0,3.6313,0.048,11.77,889.9,0.16,,1660,G0 V,5900,1.61,1.14,1060.97
CoRoT-23 b,1,0,3.6313,0.0484,11.769,982.0947,0.16,,,,5900,1.61,1.14,1060.97
CoRoT-24 b,1,0,5.1134,0.056,3.7,5.7,0,,1070,K1 V,4950,0.86,0.91,591.555
CoRoT-24 c,1,0,11.759,0.098,5,28,0,,850,K1 V,4950,0.86,0.91,591.555
CoRoT-25 b,1,0,4.86069,0.0578,12.11,85.81,0,,1330,F9,6040,1.19,1.09,1103.48
CoRoT-25 b,1,0,4.86069,0.05789,12.106,93.12419,0.22,,,,6040,1.19,1.09,1103.48
CoRoT-26 b,1,0,4.20474,0.0526,14.12,165.26,0,,1600,G5,5590,1.79,1.09,1045.18
CoRoT-26 b,1,0,4.20474,0.0525,14.123,184.3414,0.41,,,,5590,1.79,1.09,1045.18
CoRoT-27 b,1,0,3.57532,0.0476,11.287,3302.11,0.065,,1500,G2,5900,1.08,1.05,1010.28
CoRoT-27 b,1,0,3.57532,0.0467,11.287,3273.649,0.034,,,,5900,1.08,1.05,1010.28
CoRoT-28 b,1,0,5.20851,0.059,10.705,152.87623,0.071,,,,5150,1.78,1.01,766.183
CoRoT-28 b,1,0,5.20851,0.0603,10.705,153.82972,0.047,,,G8/9 IV,5150,1.78,1.01,766.183
CoRoT-29 b,1,0,2.85057,0.0386,10.088,270.1555,0.082,,,K0 V,5260,0.9,0.97,806.507
CoRoT-29 b,1,0,2.8505615,,,,,,,,5268,1.08,0.9,806.507
CoRoT-29 b,1,0,2.85057,0.039,10.088,266.9772,0.12,,,,5260,0.9,0.97,806.507
CoRoT-3 b,1,0,4.2567994,0.05694,11.135,6747.5309,0.008,,,,,1.54,1.36,768.771
CoRoT-3 b,1,0,,,,,,,,,6558,1.44,1.41,768.771
CoRoT-3 b,1,0,4.2567994,0.05783,11.624,6979.5468,,,1695,,6740,1.57,1.4,768.771
CoRoT-3 b,1,0,4.2567994,0.0574,11.321,6814.2752,0.016,,,,6740,1.56,1.37,768.771
CoRoT-3 b,1,0,4.2568,,11.32,6883.91,0,,,F3 V,6740,1.56,1.37,768.771
CoRoT-30 b,1,0,9.06005,0.0844,11.31,921.707,0.007,,,G3 V,5650,0.91,0.98,1032.23
CoRoT-31 b,1,0,4.62941,0.0586,16.365,266.9772,0.02,,,G2 IV,5700,2.15,1.25,2005.76
CoRoT-35 b,1,0,3.22748,0.0429,18.831,349.61125,0,,1747,F6 V,6390,1.65,1.01,1123.21
CoRoT-36 b,1,0,5.616531,0.066,15.805,216.12332,0,,1567,F3 V,6730,1.52,1.32,925.958
CoRoT-4 b,1,0,9.20205,0.09025,13.339,223.43449,0.14,,,,6190,1.17,1.16,726.412
CoRoT-4 b,1,0,9.20205,0.09,13.34,228.83,0,,1074,,6190,1.17,1.16,726.412
CoRoT-4 b,1,0,9.20164964,,13.437,,,203.95,964,,6190,1.12,,726.412
CoRoT-4 b,1,0,9.20205,0.0912,13.002,232.33373,,,1058,,6190,1.15,1.19,726.412
CoRoT-5 b,1,0,4.0378962,0.05004,13.249,149.3801,,,1348,,6100,1.05,1.02,882.472
CoRoT-5 b,1,0,4.03790124,,18.383,,,786.29,1351,,6100,1.27,,882.472
CoRoT-5 b,1,0,4.0378962,0.04947,15.558,148.42,0.09,,1438,F9 V,6100,1.19,1,882.472
CoRoT-5 b,1,0,4.0379156,0.0495,14.079,145.88397,,,1397,,,1.11,0.99,882.472
CoRoT-5 b,1,0,4.0378962,0.04963,15.558,151.92274,0.087,,,,6100,1.19,1,882.472
CoRoT-5 b,1,0,4.0379156,,,,,,,,,,,882.472
CoRoT-6 b,1,0,8.886593,0.0855,13.068,940.74,0.1,,1017,F9 V,6090,1.02,1.05,645.294
CoRoT-6 b,1,0,8.886593,0.0855,13.283,940.7768,,,1025,,6090,1.04,1.05,645.294
CoRoT-6 b,1,0,8.886593,0.0854,13.07,937.5985,0.18,,,,6090,1.02,1.05,645.294
CoRoT-6 b,1,0,8.8866287,,,,,,,,,,,645.294
CoRoT-7 b,1,0,0.85359165,0.017,,4.73,0.12,,,,5256,0.86,0.9,159.906
CoRoT-7 b,1,0,0.853585,0.017,,4.8,0,,,,5256,0.86,0.9,159.906
CoRoT-7 b,1,0,0.85359163,,1.681,4.07661,0,,,,5275,0.83,0.82,159.906
CoRoT-7 b,1,0,0.8535,,1.528,6.056,,,,G9 V,5250,,0.92,159.906
CoRoT-7 b,1,0,0.853585,0.0172,1.68,21,,,,G9 V,5275,0.87,0.93,159.906
CoRoT-7 b,1,0,0.85359159,0.017016,1.585,5.74,0,,1756,,5259,0.82,0.91,159.906
CoRoT-7 b,1,0,0.853585,0.0169,1.861,6.99226,,,1910,,5250,0.96,0.88,159.906
CoRoT-7 b,1,0,0.854,,1.58,4.6,,,,,5313,0.84,0.88,159.906
CoRoT-7 c,1,0,3.7,0.045,,13.56,0.12,,,,5256,0.86,0.9,159.906
CoRoT-7 c,1,0,3.697,,,13.289,,,,G9 V,5250,,0.92,159.906
CoRoT-7 c,1,0,3.698,0.046,,8.4,0,,,,5256,0.86,0.9,159.906
CoRoT-7 d,1,0,8.966,,,17.142,,,,G9 V,5250,,0.92,159.906
CoRoT-8 b,1,0,6.21229,0.0633,7.981,68.65128,,,922,,5080,0.9,0.88,322.037
CoRoT-8 b,1,0,6.21229,0.063,6.39,69.92,0,,,K1 V,5080,0.77,0.88,322.037
CoRoT-8 b,1,0,6.212381,0.06339,6.389,69.28694,0.19,,,,5080,0.77,0.88,322.037
CoRoT-8 b,1,0,6.212445,0.0636,6.938,69.28694,,,870,,,0.8,0.89,322.037
CoRoT-9 b,2,0,95.272656,0.4021,11.949,266.9772,0.133,,420,,5625,0.96,0.96,412.98
CoRoT-9 b,2,0,95.272725,,,,,,,,,,,412.98
CoRoT-9 b,2,0,95.2738,0.4027,11.624,262.52758,,,413,,5625,0.94,0.96,412.98
CoRoT-9 b,2,0,95.272656,0.4029,11.949,268.88418,0.134,,,,5625,0.96,0.96,412.98
CoRoT-9 b,2,0,95.2738,0.407,11.77,266.97,0.11,,,G3 V,5625,0.94,0.99,412.98
CoRoTID 223977153 b,1,0,6.71837,0.071,6.389,47.6745,,132.26,938,G0 VI,5970,0.79,1.08,576.683
CoRoTID 223977153 b,1,0,6.7183678,,,,,,,G0 VI,5970,0.79,1.08,576.683
DE CVn b,2,0,4098.1,5.75,,3823.2733,0,,,,,,0.51,30.5225
DENIS-P J082303.1-491201 b,1,0,246.36,0.36,,9057.77,0.345,,,L1.5,,,0.07,
DH Tau b,1,0,,,30.264,3496.13,,,2200,,4371,1.37,0.68,134.846
DH Tau b,1,0,,330,,3496,,,,M0.5,,0.27,0.33,134.846
DMPP-1 b,1,0,18.57,0.1462,,24.27,0.083,,877,F8 V,6196,1.26,1.21,62.5388
DMPP-1 c,1,0,6.584,0.0733,,9.6,0.057,,1239,F8 V,6196,1.26,1.21,62.5388
DMPP-1 d,1,0,2.882,0.0422,,3.35,0.07,,1632,F8 V,6196,1.26,1.21,62.5388
DMPP-1 e,1,0,5.516,0.0651,,4.13,0.07,,1314,F8 V,6196,1.26,1.21,62.5388
DMPP-2 b,1,0,5.2072,0.0664,,138.89171,0.078,,1000,F5 V,6500,1.78,1.44,137.94
DMPP-3 A b,2,0,6.6732,0.0662,,2.58,0.14,,854,K0 V,5138,0.91,0.87,45.23
DMPP-3 A b,2,0,6.6736,0.0662,,2.58,0,,854,,,,,45.23
DMPP-4 b,1,0,3.4982,0.04853,,12.2,0.063,,,F5-F8 V,6400,1.38,1.25,25.3284
DP Leo b,2,0,8693,8.6,,1995.88832,,,,,,,,305.684
DP Leo b,2,0,10220,8.19,,1922.79,0.39,,,,,,0.69,305.684
DS Tuc A b,2,0,8.1387,,5.63,413.179,,,,G6 V,5542,0.87,0.96,44.0622
DS Tuc A b,2,0,8.138268,,5.7,,0,,850,G6 V,5428,0.96,1.01,44.0622
DS Tuc A b,2,0,8.13822434,,6.496,,,115.83,837,,5414,0.95,,44.0622
EPIC 201170410.02,1,0,6.7987,0.0349,1.047,,0,,,,3648,0.28,0.29,
EPIC 201238110 b,1,0,28.1696,,2.2,,,,,,,0.37,,159.259
EPIC 201238110 b,1,0,28.1656,,1.87,,,,,,,,0.41,159.259
EPIC 201427007 b,1,0,0.72091,,1.5,,,,,,5633,0.94,,706.391
EPIC 201497682 b,1,0,2.13174,,0.692,,,,,,,,0.78,253.026
EPIC 201595106 b,1,0,0.87703,,1.2,,,,1874,,5711.17,0.99,1.02,232.1
EPIC 201595106 b,1,0,0.877183,,1.406,,,,,,5705,0.93,,232.1
EPIC 201595106 b,1,0,0.877214,,1.3,,,,,,5820,0.93,,232.1
EPIC 201615463 c,1,0,3.80464,,1.22,,,,,,,,1.07,476.882
EPIC 201754305 d,1,0,2.71578,,1.03,,,,,,,,0.67,334.967
EPIC 201757695.02,1,0,2.0478,0.0296,0.908,,0,,,,4520,0.66,0.73,
EPIC 201833600 c,1,0,3.96151,,1,,,,,,,,0.61,257.443
EPIC 201833600 c,1,0,3.96165,,1.48,,,,,,,0.63,,257.443
EPIC 201841433 b,1,0,4.1698,0.035,1.04,,,,,,5053,0.63,0.8,436.488
EPIC 201841433 b,1,0,4.16959,,1.1,,,,,,,,0.8,436.488
EPIC 201841433 b,1,0,4.16888,,1.41,,,,,,,0.63,,436.488
EPIC 205950854 c,1,0,8.050722,,1.31,,,,961,,5502.7,0.83,0.88,243.935
EPIC 205950854 c,1,0,8.0516,,1.62,,,,,,,0.9,,243.935
EPIC 205950854 c,1,0,8.0468,,1.18,,,,,,,,0.91,243.935
EPIC 206024342 b,1,0,4.50717,,1.44,,,,,,,0.82,,369.888
EPIC 206024342 b,1,0,4.50756,,1.7,,,,,,,,0.93,369.888
EPIC 206024342 c,1,0,0.911724,,1.4,,,,,,5724,1.1,,369.888
EPIC 206024342 c,1,0,0.9116567,,1.35,,,,,,5648,0.94,,369.888
EPIC 206024342 c,1,0,0.911618,,1.16,,,,,,,0.82,,369.888
EPIC 206024342 d,1,0,14.637,,4,,,,,,6438,1.5,,369.888
EPIC 206024342 d,1,0,14.6435,,2.52,,,,,,,0.82,,369.888
EPIC 206024342 d,1,0,14.647531,,2.6,,,,,,5724,1.1,,369.888
EPIC 206024342 d,1,0,14.641541,,2.94,,,,,,5648,0.94,,369.888
EPIC 206032309 b,1,0,2.87814,,1.01,,,,,,,,0.22,161.365
EPIC 206042996 b,1,0,5.29711,,1.62,,,,,,,,0.56,451.769
EPIC 206042996 b,1,0,5.2986,,1.7,,,,,,4114,0.5,,451.769
EPIC 206042996 b,1,0,5.29853,,3.32,,,,,,,0.67,,451.769
EPIC 206042996 c,1,0,0.354884,,1.2,,,,,,4114,0.5,,451.769
EPIC 206042996 c,1,0,0.35490972,,1.45,,,,,,3893,0.57,,451.769
EPIC 206215704 b,1,0,2.255436,,1,,,,,,3297,0.25,,109.888
EPIC 206215704 b,1,0,2.25558,,2,,,,,,,0.37,,109.888
EPIC 206215704 b,1,0,2.25372,,0.9,,,,,,,,0.41,109.888
EPIC 206317286 b,1,0,1.58316,,1.22,,,,,,,0.67,,314.35
EPIC 206317286 b,1,0,1.58252,,0.96,,,,,,,,0.71,314.35
EPIC 206317286 c,1,0,17.501662,,2.63,,,,,,4749,0.73,,314.35
EPIC 206317286 c,1,0,17.515472,,2.094,,,,,,4752,0.76,0.83,314.35
EPIC 206317286 c,1,0,17.5125,,2.15,,,,,,,0.67,,314.35
EPIC 211822797 b,1,0,21.169861,0.131,1.98,,0.06,3.5,,,4148.21,0.57,0.66,186.197
EPIC 211822797 b,1,0,21.169619,,2.2,,0.18,,,,3880,0.59,0.61,186.197
EPIC 211822797 b,1,0,21.1701963,0.1195,1.92,,,,431,,4057,0.58,0.62,186.197
EPIC 211822797 b,1,0,21.1686,,2.18,,,,,,,0.64,,186.197
EPIC 211822797 b,1,0,21.17623917,,,,,,,,3811,0.6,0.59,186.197
EPIC 211822797 b,1,0,21.1595,,,,,,,,3811,0.6,0.59,186.197
EPIC 211945201 b,1,0,19.491795,,5.847,,,,,,6046,1.41,,181.69
EPIC 211945201 b,1,0,19.50735025,,,,,,,,6128,1.36,1.16,181.69
EPIC 211945201 b,1,0,19.492132,,6,,,,,,,1.48,,181.69
EPIC 211945201 b,1,0,19.49183,,5.96,,,,,,,1.4,,181.69
EPIC 211945201 b,1,0,19.4921473,,5.507,,,31.91,662,,6128,1.36,,181.69
EPIC 211945201 b,1,0,19.49213,0.148,6.12,27,0,,886,G0,6025,1.38,1.18,181.69
EPIC 211945201 b,1,0,19.49221,0.1493,5.76,,,,817,,6069,1.39,1.17,181.69
EPIC 211945201 b,1,0,19.4921498,,,,,,,G0,6025,1.38,1.18,181.69
EPIC 211945201 b,1,0,19.491965,,6.8,,,,,,6320,1.49,,181.69
EPIC 211945201 b,1,0,19.491,,,,,,,,6128,1.36,1.16,181.69
EPIC 212297394 b,1,0,2.289363,,1.48,,,,1149,,5171,0.8,0.83,418.395
EPIC 212297394 b,1,0,2.28896,,1.83,,,,,,,0.75,,418.395
EPIC 212297394 b,1,0,2.28943,,1.323,,,,,,,,0.83,418.395
EPIC 212297394 c,1,0,5.213,,,,,,,,5008,0.78,0.83,418.395
EPIC 212297394 c,1,0,5.213965,,2.27,,,,866,,5171,0.8,0.83,418.395
EPIC 212297394 c,1,0,5.21378,,2.29,,,,,,,0.75,,418.395
EPIC 212424622 b,1,0,18.0983,,2.17,,,,,,,,1.11,611.804
EPIC 212424622 b,1,0,18.0971,,2.21,,,,,,,1.22,,611.804
EPIC 212499991 b,1,0,34.885,,1.6,,,,,,,,0.91,283.29
EPIC 212587672 b,1,0,15.28078,,1.26,,,,756,,6004,0.98,0.99,320.07
EPIC 212587672 b,1,0,15.2841,,1.39,,,,,,,0.98,,320.07
EPIC 212587672 b,1,0,15.2841,,1.12,,,,,,,,0.95,320.07
EPIC 212587672 c,1,0,23.2259,,2.31,,,,,,,0.98,,320.07
EPIC 212587672 c,1,0,23.226001,,2.245,,,,,,5928,0.95,,320.07
EPIC 212587672 c,1,0,23.24110566,,,,,,,,6055,0.95,1.13,320.07
EPIC 212587672 c,1,0,23.228555,,2.32,,,,658,,6004,0.98,0.99,320.07
EPIC 212587672 c,1,0,23.226,,,,,,,,6055,0.95,1.13,320.07
EPIC 212587672 c,1,0,23.226,,2.3,,,,,,,0.95,,320.07
EPIC 212624936 b,1,0,0.578657,,1.2,,,,,,5765,0.93,,561.929
EPIC 212624936 c,1,0,11.811437,,2.3,,,,,,5765,0.93,,561.929
EPIC 212624936 c,1,0,11.81387,,2.67,,,,,,,0.95,,561.929
EPIC 212737443 b,1,0,13.603,,,,,,,,4581,0.67,0.72,336.25
EPIC 212737443 b,1,0,13.60697954,,,,,,,,4581,0.67,0.72,336.25
EPIC 212737443 b,1,0,13.603,0.098,2.586,,0.2,,536,K3,4684,0.67,0.69,336.25
EPIC 212737443 c,1,0,65.55,0.28,2.69,,0.2,,316,K3,4684,0.67,0.69,336.25
EPIC 220492298 b,1,0,0.762406,,0.99,,,,,,5620,0.89,,624.512
EPIC 220554210 c,1,0,0.70531,,1.6,,,,,,5499,1,,496.289
EPIC 220554210 c,1,0,0.70531,,1.48,,,,,,,,0.94,496.289
EPIC 220554210 c,1,0,0.705386,,1.73,,,,,,,1.01,,496.289
EPIC 220674823 b,1,0,0.571336,0.01312,1.82,9,,4293,2063,,5496,0.95,0.92,244.59
EPIC 220674823 b,1,0,0.571292,0.01326,1.725,8.21,0,4670,2300,,5532,0.99,0.95,244.59
EPIC 220674823 b,1,0,0.571285,,1.816,,,,,,,1.02,,244.59
EPIC 220674823 b,1,0,0.571212,,1.6,,,,,,5613,0.95,,244.59
EPIC 220674823 b,1,0,0.571299,,1.669,,,,,,5590,0.91,0.97,244.59
EPIC 220674823 b,1,0,0.571,,1.712,7.72,,,,,5496,0.98,0.9,244.59
EPIC 220674823 b,1,0,0.571308,,1.46,,0,,,G5,5590,0.83,0.93,244.59
EPIC 220674823 b,1,0,0.571336,,1.8,,,,,,,0.97,,244.59
EPIC 220674823 b,1,0,0.571331,0.0134,1.82,,,,2119,,5617,0.98,0.97,244.59
EPIC 220674823 b,1,0,0.571292,0.0116,1.52,8.36,0,,2333,G5 V,5470,0.87,0.94,244.59
EPIC 220674823 c,1,0,13.334615,,2.2,,,,,,5613,0.95,,244.59
EPIC 220674823 c,1,0,13.341245,,2.53,,0,,,G5,5590,0.83,0.93,244.59
EPIC 220674823 c,1,0,13.339079,0.1091,2.73,,,,741,,5617,0.98,0.97,244.59
EPIC 220674823 c,1,0,13.3387,0.1071,2.77,5.7,,64,722,,5496,0.95,0.92,244.59
EPIC 220674823 c,1,0,13.33877,,3.79,,,,,,,1.02,,244.59
EPIC 220674823 c,1,0,13.338687,,2.8,,,,,,,0.97,,244.59
EPIC 220674823 c,1,0,13.3397,0.1083,2.836,8.9,0.13,70,805,,5532,0.99,0.95,244.59
EPIC 220674823 c,1,0,13.339746,,2.705,,,,,,5590,0.91,0.97,244.59
EPIC 220674823 c,1,0,13.3397,0.105,2.5,5.8,0.18,,774,G5 V,5470,0.87,0.94,244.59
EPIC 228836835 b,1,0,0.728113,,1.1,,,,,,3782,0.32,,150.124
EPIC 228836835 b,1,0,0.72813,,1.27,,,,932,,3506,0.42,0.42,150.124
EPIC 229004835 b,1,0,16.141132,0.1237,2.332,10.4,0.23,69.7,804,,5868,1,0.97,121.971
EPIC 229004835 b,1,0,16.13655,,2.02,,,,739,,5886,1,1.07,121.971
EPIC 229004835 b,1,0,16.140442,,2.06,,,,,,5870,0.98,,121.971
EPIC 246851721 b,2,0,6.180235,0.07229,11.781,953.49,,642,1401,F5 V,6202,1.59,1.32,372.632
EPIC 246851721 b,2,0,6.1802679,,,,,,,F5 V,6202,1.59,1.32,372.632
EPIC 246851721 b,2,0,6.1802675,,13.274,,,519.97,1330,,6513,1.74,,372.632
EPIC 248847494 b,1,0,3650,4.5,12.442,4131.79,0,0.19,183,,4898,2.7,0.9,551.886
EPIC 249893012 b,1,0,3.5951,0.047,1.95,8.75,0.06,1037,1616,G8 IV/V,5430,1.71,1.05,321.296
EPIC 249893012 c,1,0,15.624,0.13,3.67,14.67,0.07,160,990,G8 IV/V,5430,1.71,1.05,321.296
EPIC 249893012 d,1,0,35.747,0.22,3.94,10.18,0.15,53,752,G8 IV/V,5430,1.71,1.05,321.296
FU Tau b,1,0,,800,,5085.28,,,2375,M7.25,2838,,0.05,
G 264-012 b,1,0,2.30538,0.02279,,2.5,,20.5,587,M4.0 V,3326,0.3,0.3,16.009
G 264-012 c,1,0,8.0518,0.0525,,3.75,,3.87,387,M4.0 V,3326,0.3,0.3,16.009
G 9-40 b,1,0,5.7459945,,2.061,,,4,393,,3413,0.32,,27.9276
G 9-40 b,1,0,5.7459996,,,,,,,M2.5 V,3348,0.31,0.29,27.9276
G 9-40 b,1,0,5.746007,0.0385,2.025,11.7,0,7.2,456,M2.5 V,3348,0.31,0.29,27.9276
G 9-40 b,1,0,5.745912,,,,,,,,3390,0.31,,27.9276
GJ 1002 b,1,0,10.3465,0.0457,,1.08,,0.67,231,M5.5 V,3024,0.14,0.12,4.84867
GJ 1002 c,1,0,21.202,0.0738,,1.36,,0.26,182,M5.5 V,3024,0.14,0.12,4.84867
GJ 1061 b,1,0,3.204,0.021,,1.37,0.31,3.8,,M5.5 V,2953,0.16,0.12,3.67278
GJ 1061 c,1,0,6.689,0.035,,1.74,0.29,1.4,,M5.5 V,2953,0.16,0.12,3.67278
GJ 1061 d,1,0,13.031,0.054,,1.64,0.53,0.6,,M5.5 V,2953,0.16,0.12,3.67278
GJ 1132 b,1,0,1.6289322,,1.215,,,20.96,546,,3202,0.23,,12.613
GJ 1132 b,1,0,1.6289287,0.01533,1.43,1.63,,,644,,,0.26,0.18,12.613
GJ 1132 b,1,0,,,,1.58,,,,,,,,12.613
GJ 1132 b,1,0,1.628931,0.0153,1.13,1.66,0.22,,529,,3270,0.21,0.18,12.613
GJ 1132 b,1,0,1.6289304,,,,,,,M4.5 V,3270,0.21,0.18,12.613
GJ 1132 b,1,0,1.62893,,1.16,1.62,0,,409,M4.5 V,3270,0.21,0.18,12.613
GJ 1132 c,1,0,8.929,0.0476,,2.64,0.27,,300,,3270,0.21,0.18,12.613
GJ 1148 b,1,0,41.375,0.1686,,107.74383,0.366,,,,3357.57,0.37,0.37,11.0143
GJ 1148 b,1,0,41.38,0.166,,96.7,0.38,,,,3287,0.36,0.34,11.0143
GJ 1148 b,1,0,41.397,0.163506,,94.7094,0.314,,,,3287,0.36,0.34,11.0143
GJ 1148 c,1,0,532.58,0.912,,68.06,0.342,,,,3287,0.36,0.34,11.0143
GJ 1148 c,1,0,535.9,0.9302,,82.63539,0.27,,,,3357.57,0.37,0.37,11.0143
GJ 1151 c,1,0,389.7,0.5714,,10.62,,,,M 4.5V,3280,0.18,0.16,8.03625
GJ 1214 b,1,0,1.58040465,,,,0,,,,3074,0.21,0.18,14.6427
GJ 1214 b,1,0,1.5804043,,2.61,,,,,,,0.2,,14.6427
GJ 1214 b,1,0,1.58040417,,,,,,604,,3250,0.22,0.18,14.6427
GJ 1214 b,1,0,1.58040481,,,,,,,,3026,0.21,,14.6427
GJ 1214 b,1,0,,,,,,,,,3026,0.2,,14.6427
GJ 1214 b,1,0,1.58040835,,,,,,,,3074,0.21,0.18,14.6427
GJ 1214 b,1,0,1.58040456,0.01411,2.847,6.26125,,,,,3026,0.22,0.15,14.6427
GJ 1214 b,1,0,1.58040481,,,,,,,,3000,,,14.6427
GJ 1214 b,1,0,1.58040494,,,,0,,,,3074,0.21,0.18,14.6427
GJ 1214 b,1,0,1.58040457,,,,,,,,3026,0.21,0.16,14.6427
GJ 1214 b,1,0,1.5804049,,2.64,,,,,,,0.21,0.16,14.6427
GJ 1214 b,1,0,1.58040453,0.01505,2.733,8.41,0.0062,17.2,567,,3101,0.22,0.18,14.6427
GJ 1214 b,1,0,1.58040487,,2.74,6.37,,,547,,2949,0.21,0.15,14.6427
GJ 1214 b,1,0,1.58040482,,2.65,6.45,,,,,3170,0.18,0.16,14.6427
GJ 1214 b,1,0,1.58040482,,2.27,6.43,,,,,,0.21,0.16,14.6427
GJ 1214 b,1,0,1.5803925,,2.678,6.55,0.14,,555,,3026,0.21,0.16,14.6427
GJ 1214 b,1,0,1.58040454,,,,,,,,3026,0.21,0.16,14.6427
GJ 1214 b,1,0,1.58040433,0.0149,2.742,8.17,0.063,21,596,M4 V,3250,0.21,0.18,14.6427
GJ 1252 b,1,0,0.5182331,,1.193,1.32,0,,,M3,3458,0.39,0.38,20.373
GJ 1252 b,1,0,0.5182416,0.00915,1.18,1.32,,233,,,3458,0.39,0.38,20.373
GJ 1252 b,1,0,0.51823846,,1.14,,,255.14,1019,,3325,0.39,,20.373
GJ 1252 b,1,0,0.5182464,,,,,,,M3,3458,0.39,0.38,20.373
GJ 1252 b,1,0,0.5182418,,,,,,,M3,3458,0.39,0.38,20.373
GJ 1252 b,1,0,0.5182349,0.00916,1.193,2.09,0,,1089,M3,3458,0.39,0.38,20.373
GJ 1265 b,1,0,3.6511,0.026,,7.4,0.04,,,M4.5 V,3236,0.19,0.18,10.2525
GJ 143 b,1,0,35.61253,0.1915,2.61,22.7,0.188,,422,K4.5,4640,0.69,0.73,16.32
GJ 143 b,1,0,35.589,0.1932,,30.63,0.325,,,,,0.73,0.76,16.32
GJ 143 b,1,0,35.6134391,,3.122,,,10.86,505,,4628.53,0.71,,16.32
GJ 15 A b,2,1,11.4407,0.072,,3.03,0.094,,,M1,3607,0.38,0.38,3.56228
GJ 15 A b,2,1,11.4432,0.0732,,5.43487,0.075,,,,3742.67,0.38,0.4,3.56228
GJ 15 A b,2,1,11.4433,0.0717,,5.35,0,,550,M2 V,3567,0.39,0.38,3.56228
GJ 15 A c,2,0,7600,5.4,,36,0.27,,,M1,3607,0.38,0.38,3.56228
GJ 160.2 b,1,0,5.2354,0.053,,10.2,0.06,,,M0 V,4347,,0.69,25.8557
GJ 163 b,1,0,8.63182,0.0607,,10.6,0.073,,,,,,,15.1285
GJ 163 c,1,0,25.63058,0.1254,,6.8,0.099,,,,,,,15.1285
GJ 163 d,1,0,603.95116,1.0304,,29.4,0.373,,,,,,,15.1285
GJ 179 b,1,0,2303,2.424,,301.93699,0.179,,,M2 V,3370,,0.36,12.356
GJ 179 b,1,0,2333,2.523,,239.00696,0.169,,,,3411.78,0.38,0.39,12.356
GJ 179 b,1,0,2288,2.41,,260.61,0.21,,,M3.5 V,3370,0.38,0.36,12.356
GJ 180 b,1,0,17.133,0.092,,6.49,0.07,,,,,,0.43,11.9407
GJ 180 b,1,0,17.38,0.103,,8.3,0.11,,,M2 V,3371,,0.43,11.9407
GJ 180 c,1,0,24.329,0.129,,6.4,0.09,,,M2 V,3371,,0.43,11.9407
GJ 180 d,1,0,106.3,0.309,,7.56,0.14,,,,,,0.43,11.9407
GJ 2030 b,1,0,2.38129,0.034,,4.76743,0.239,,,,,,0.96,37.0788
GJ 2030 c,1,0,25533.11353,16.761,,4069.15709,0.041,,,,,,0.96,37.0788
GJ 2056 b,1,0,69.971,0.283,,16.2,0.72,,,,,,0.62,28.4434
GJ 229 A c,2,0,121.93268,0.384,,8.58137,0.366,,,,,,0.51,5.75624
GJ 229 A c,2,0,121.995,0.339,,7.268,0.19,,,,,,0.58,5.75624
GJ 229 b,2,0,526.115,0.898,,8.478,0.1,,,,,,0.58,5.75624
GJ 229 b,2,0,471,0.97,,32,0.1,,,M1/M2 V,3564,,0.58,5.75624
GJ 229 b,2,0,579.47495,1.086,,14.93794,0.404,,,,,,0.51,5.75624
GJ 251 b,1,0,14.238,0.0818,,4,0.1,2.53,351,M3.0 V,3451,0.36,0.36,5.58057
GJ 27.1 b,1,0,15.819,0.101,,13,0.08,,,M0.5 V,3542,,0.53,23.6062
GJ 273 b,1,0,18.6498,0.091101,,2.89,0.1,1.06,,M3.5,3382,0.29,0.29,5.921535
GJ 273 c,1,0,4.7234,0.036467,,1.18,0.17,6.66,,M3.5,3382,0.29,0.29,5.921535
GJ 3021 b,2,0,133.71,0.49,,1071.04,0.511,,350,G6 V,5540,0.9,0.9,17.5559
GJ 3082 b,1,0,11.949,0.079,,8.2,0.22,,,,,,0.47,16.6186
GJ 3090 b,1,0,2.8531054,0.03165,2.13,3.34,0.32,,693,M2 V,3556,0.52,0.52,22.4751
GJ 3090 b,1,0,2.8531016,,2.021,,,23.04,610,,3703,0.52,,22.4751
GJ 3138 b,1,0,1.22003,0.0197,,1.78,0.19,118.1,,M0,3717,0.5,0.68,28.4712
GJ 3138 c,1,0,5.974,0.057,,4.18,0.11,13.9,,M0,3717,0.5,0.68,28.4712
GJ 3138 d,1,0,257.8,0.698,,10.5,0.32,0.1,,M0,3717,0.5,0.68,28.4712
